git_pushes,iso2_code,year,quarter
26127,AF,2023,3
25726,MW,2023,3
25567,KW,2023,3
25211,MT,2023,3
24349,SO,2023,3
23920,MU,2023,3
23206,MN,2023,3
21175,OM,2023,3
20429,TG,2023,3
18585,RE,2023,3
18372,JM,2023,3
17521,TJ,2023,3
16771,XK,2023,3
16733,BH,2023,3
16732,LY,2023,3
14280,BW,2023,3
13633,MO,2023,3
12807,TT,2023,3
12350,SL,2023,3
11362,NA,2023,3
10574,LR,2023,3
9592,ML,2023,3
8732,LA,2023,3
8040,BF,2023,3
7375,AD,2023,3
7258,HT,2023,3
6943,MV,2023,3
6896,SC,2023,3
6588,GM,2023,3
5467,LS,2023,3
5277,BT,2023,3
5244,BI,2023,3
5018,MR,2023,3
4660,SZ,2023,3
4604,BN,2023,3
4523,BB,2023,3
4370,CG,2023,3
4324,TM,2023,3
4275,NE,2023,3
4267,NC,2023,3
3533,GN,2023,3
3109,IM,2023,3
2910,CV,2023,3
2883,GA,2023,3
2767,TD,2023,3
2754,GP,2023,3
2682,BZ,2023,3
2678,JE,2023,3
2605,SR,2023,3
2397,BS,2023,3
2324,GY,2023,3
2252,FJ,2023,3
2151,MQ,2023,3
1247,PG,2023,3
29440942,EU,2023,4
25996849,US,2023,4
15213634,IN,2023,4
7135602,BR,2023,4
6145189,KR,2023,4
5818564,DE,2023,4
5399597,GB,2023,4
4944717,RU,2023,4
4884748,FR,2023,4
4301590,CA,2023,4
3918914,JP,2023,4
3171945,ID,2023,4
2943269,ES,2023,4
2725042,HK,2023,4
2693602,VN,2023,4
2380360,PL,2023,4
2112864,NL,2023,4
2046059,UA,2023,4
1885889,AR,2023,4
1881378,CN,2023,4
1856951,IT,2023,4
1778028,NG,2023,4
1703603,AU,2023,4
1697660,SG,2023,4
1426914,TW,2023,4
1363707,TR,2023,4
1359177,SE,2023,4
1357990,BD,2023,4
1317667,MX,2023,4
1287198,EG,2023,4
1262223,CO,2023,4
1233157,PH,2023,4
1225725,CH,2023,4
1121678,PK,2023,4
1069281,KE,2023,4
834421,IL,2023,4
833683,NO,2023,4
831589,MA,2023,4
791244,DK,2023,4
776168,TH,2023,4
775850,CZ,2023,4
762337,PT,2023,4
756904,FI,2023,4
747456,BE,2023,4
635967,AT,2023,4
634330,ZA,2023,4
571019,RO,2023,4
548339,IE,2023,4
533296,PE,2023,4
514226,LK,2023,4
511439,BG,2023,4
510190,BY,2023,4
507679,CL,2023,4
500107,IR,2023,4
483026,MY,2023,4
456833,HU,2023,4
375764,NZ,2023,4
364135,ET,2023,4
363160,TN,2023,4
339082,GH,2023,4
332194,GR,2023,4
325184,NP,2023,4
314534,RS,2023,4
309301,UZ,2023,4
283066,KZ,2023,4
271973,GE,2023,4
269961,AE,2023,4
235721,SA,2023,4
213384,LT,2023,4
211894,EC,2023,4
193558,UY,2023,4
193278,SK,2023,4
185826,HR,2023,4
177939,EE,2023,4
177463,VE,2023,4
176009,AZ,2023,4
169054,AM,2023,4
157338,CR,2023,4
155115,RW,2023,4
139757,DZ,2023,4
134273,BO,2023,4
132087,KG,2023,4
128479,LV,2023,4
116943,SI,2023,4
113778,MM,2023,4
110354,GT,2023,4
108833,MD,2023,4
106709,UG,2023,4
100009,CY,2023,4
97926,DO,2023,4
93077,LB,2023,4
90715,JO,2023,4
90456,CM,2023,4
87131,PR,2023,4
86811,KH,2023,4
77445,SV,2023,4
71171,BA,2023,4
60231,MG,2023,4
57643,MK,2023,4
56133,IQ,2023,4
55359,IS,2023,4
54045,PS,2023,4
52817,ME,2023,4
51596,LU,2023,4
48818,AL,2023,4
44061,PY,2023,4
43932,SN,2023,4
41798,TZ,2023,4
40676,CU,2023,4
40485,SD,2023,4
40357,HN,2023,4
39027,PA,2023,4
36914,MN,2023,4
32475,SY,2023,4
32177,NI,2023,4
31392,QA,2023,4
31255,CI,2023,4
31004,XK,2023,4
29611,YE,2023,4
29598,ZW,2023,4
27973,MT,2023,4
27211,BH,2023,4
26653,AO,2023,4
25982,BJ,2023,4
25018,JM,2023,4
24561,AF,2023,4
23466,CD,2023,4
22312,MZ,2023,4
22011,ZM,2023,4
20431,MU,2023,4
20223,MW,2023,4
19249,KW,2023,4
17878,SO,2023,4
17456,OM,2023,4
17454,RE,2023,4
16914,TT,2023,4
16671,TG,2023,4
16170,TJ,2023,4
15779,MO,2023,4
12118,LY,2023,4
8665,AD,2023,4
8274,BW,2023,4
8222,MV,2023,4
8073,BT,2023,4
8030,BF,2023,4
7834,ML,2023,4
7659,LA,2023,4
7428,NA,2023,4
7411,HT,2023,4
6319,LS,2023,4
5690,TM,2023,4
5597,BZ,2023,4
5579,SL,2023,4
5259,GM,2023,4
4878,NE,2023,4
4877,LR,2023,4
4282,GA,2023,4
4266,BN,2023,4
4229,IM,2023,4
3886,NC,2023,4
3691,BI,2023,4
3468,CG,2023,4
3448,MR,2023,4
3442,CV,2023,4
3210,SZ,2023,4
3028,PF,2023,4
2921,BS,2023,4
2846,GN,2023,4
2744,BB,2023,4
2682,SR,2023,4
2588,SS,2023,4
2384,JE,2023,4
2269,GP,2023,4
2244,SC,2023,4
2195,MQ,2023,4
2111,GY,2023,4
1324,PG,2023,4
