weight,source,destination,year,quarter
833,CH,AU,2020,1
114,VE,IN,2020,1
585,UA,BG,2020,2
45302,US,GB,2020,3
346,MT,DE,2020,3
201,MX,RU,2020,3
639,ES,CR,2020,4
132,NO,CR,2020,3
1694,NP,US,2020,4
185,DK,AU,2020,3
4343,RO,IN,2020,4
292,AE,UA,2020,4
231,KG,US,2020,4
192,EE,CH,2020,4
1990,LK,US,2021,1
1637,ES,IL,2021,1
890,NO,BE,2021,1
2266,HK,TW,2021,1
222,LT,CH,2020,4
53832,US,IN,2021,1
272,SV,US,2021,1
444,NG,NL,2021,1
200,IT,IR,2021,1
153,ET,IN,2021,1
479,JE,US,2021,2
163,NL,MX,2021,2
490,BE,IT,2021,2
2237,CA,RU,2021,3
944,ES,PT,2021,3
660,IN,NG,2021,3
415,CV,DE,2021,3
398,ML,US,2021,3
343,BG,SI,2021,3
223,BZ,US,2021,3
114,CH,SK,2021,3
120,CL,BE,2021,3
15923,IN,GB,2021,4
8983,NG,US,2021,4
803,CH,CZ,2021,4
783,AR,BO,2021,4
723,FR,PT,2021,4
673,HR,IN,2021,4
518,CZ,TR,2021,4
292,PL,KR,2021,4
154,DE,LB,2021,4
118,IR,RU,2021,4
3523,PE,US,2022,1
1654,CZ,NL,2022,1
691,PH,PL,2022,1
256,HK,SE,2022,1
181,DZ,HR,2022,1
144,AE,CH,2022,1
47614,CZ,US,2022,2
6761,BE,FR,2022,2
4999,NL,UA,2022,2
1162,FI,UA,2022,2
627,BE,CA,2022,2
571,RU,NO,2022,2
533,ES,GR,2022,2
386,CZ,SE,2022,2
339,PL,RO,2022,2
294,GB,GH,2022,2
265,MD,FI,2022,2
2717,GR,IN,2022,2
130,EG,DK,2022,2
194,CH,CN,2022,2
150,VN,PL,2022,2
149,CZ,ID,2022,2
7571,RS,RU,2022,3
4644,FI,RU,2022,3
1506,GE,DE,2022,3
1433,MX,ES,2022,3
1218,NO,FR,2022,3
873,HK,NZ,2022,3
813,MX,BR,2022,3
101,NZ,LK,2022,2
2767,CA,CN,2022,3
297,EG,IT,2022,3
270,SK,IT,2022,3
688,BG,CH,2022,3
329,IR,LT,2022,3
124,ES,EG,2022,3
102,HK,NO,2022,3
271,EE,JP,2022,3
2511,MX,CO,2022,4
1428,ID,NL,2022,4
848,IL,CA,2022,4
620,BR,RU,2022,4
375,RU,MD,2022,4
374,MY,ID,2022,4
342,VE,UY,2022,4
237,JE,SE,2022,4
173,LT,FI,2022,4
156,TH,NG,2022,4
122,VN,BE,2022,4
114,IN,BH,2022,4
7579,PL,RU,2023,1
6822,BR,GB,2023,1
492,PS,IN,2020,1
456,TH,JP,2020,4
2146,AT,CZ,2021,1
5033,CR,US,2021,2
624,MY,GB,2021,2
1196,IN,SE,2021,3
784,PT,PL,2021,3
385,BG,ES,2021,3
106,NP,NZ,2021,2
228,BE,HU,2021,3
119,SG,PL,2021,3
1215,AT,IT,2021,4
170,LT,BE,2021,3
2204,MY,IN,2021,4
523,GE,UA,2021,4
3288,IT,CH,2022,1
2642,GR,GB,2022,1
2389,ES,RU,2022,1
254,ES,CN,2022,1
142,BR,MA,2022,1
283,TW,ES,2022,1
2767,AR,ES,2022,2
2518,IL,IN,2022,2
1110,AM,DE,2022,2
1329,TN,US,2022,3
128,MY,EG,2022,2
1774,KY,US,2022,3
39563,US,CN,2022,3
229,TR,AT,2022,3
1083,FR,SG,2022,4
5684,US,NO,2022,4
2418,AR,UY,2022,4
260,JP,IT,2022,4
2501,TW,DE,2022,4
128,IE,GR,2020,1
2014,FR,AR,2020,3
198,CV,DE,2020,3
498,FR,HU,2020,4
188,PK,NG,2020,4
285,AT,PL,2021,4
170,CH,ID,2021,4
144,LV,AE,2021,4
1772,AT,CA,2022,1
226,UA,KR,2022,1
121,CN,ES,2022,1
8894,US,ES,2022,2
201,TH,IT,2022,2
36374,FR,DE,2022,4
106,BD,NG,2022,3
2397,SE,BE,2022,4
2014,IR,DE,2022,4
731,DE,CY,2022,4
1531,EU,IS,2020,2
2985,EU,RS,2020,2
46367,EU,CH,2020,3
6952,EU,IR,2021,2
1983,EU,VN,2022,2
629,EU,NP,2022,3
224,EU,RE,2022,3
2235,EU,SV,2023,1
158,EU,BJ,2023,1
129,EU,LA,2020,3
31965,EU,CA,2020,4
326,EU,NC,2022,3
17243,EU,AU,2021,4
4360,EU,KR,2021,1
111622,FR,US,2020,1
9511,NL,GB,2020,1
2379,GB,DK,2020,1
1737,BE,JP,2020,1
1462,UY,AR,2020,1
1144,NG,GB,2020,1
848,PL,TH,2020,1
697,US,RW,2020,1
530,CY,GB,2020,1
515,NO,CA,2020,1
437,RS,IL,2020,1
363,CH,RS,2020,1
339,TH,SI,2020,1
299,RU,NO,2020,1
262,DE,MX,2020,1
245,AU,AT,2020,1
230,UY,EE,2020,1
218,AR,PH,2020,1
201,FR,TW,2020,1
159,BE,RO,2020,1
143,NL,HU,2020,1
251,PH,ES,2020,1
235,UA,BR,2020,1
428,BR,GR,2020,1
243,AT,BR,2020,1
6452,US,IT,2020,2
3826,IE,DE,2020,2
2032,UG,NG,2020,2
1421,HR,GB,2020,2
1415,US,ID,2020,2
1313,NL,CZ,2020,2
1006,PL,FI,2020,2
811,IL,FR,2020,2
734,KZ,US,2020,2
695,GR,IT,2020,2
584,PT,RO,2020,2
534,KW,US,2020,2
500,TH,GB,2020,2
329,EE,UA,2020,2
262,AT,IE,2020,2
185,FR,PK,2020,2
2286,GB,AR,2020,2
404,CN,MY,2020,2
309,PT,IT,2020,2
306,HN,MX,2020,2
212,IE,JP,2020,2
2347,NL,EG,2020,2
391,NG,NL,2020,2
255,TT,GB,2020,2
208,AU,VN,2020,2
1066,PT,IL,2020,2
695,US,EE,2020,2
547,AE,ES,2020,2
23895,AT,US,2020,2
129,LT,FR,2020,2
117,EC,MX,2020,2
5193,FR,NL,2020,3
4036,BR,IN,2020,3
2881,IT,CH,2020,3
2113,FR,SE,2020,3
1345,PT,CH,2020,3
1323,US,NG,2020,3
1114,PL,FI,2020,3
878,TW,CA,2020,3
668,RU,AT,2020,3
376,FR,MX,2020,3
134,IN,KH,2020,2
132,BB,AR,2020,2
414,DK,KR,2020,3
3641,DE,IL,2020,3
2323,HU,GB,2020,3
867,NZ,CA,2020,3
294,BE,JP,2020,3
271,TN,NG,2020,3
129,RU,IS,2020,2
998,US,AE,2020,3
511,FR,KR,2020,3
354,CA,CL,2020,3
6622,US,IT,2020,3
258,FI,PL,2020,3
131,GD,TT,2020,2
997,IL,RU,2020,3
129,RU,ID,2020,2
164,BR,AT,2020,3
150,KH,FR,2020,3
146,AR,NZ,2020,3
132,IL,PS,2020,3
5075,CN,FR,2020,4
3170,CO,AR,2020,4
2479,TR,DE,2020,4
1603,GE,US,2020,4
1132,PH,AU,2020,4
378,JP,ES,2020,4
199,AT,CN,2020,3
13901,UA,RU,2020,4
892,TR,DK,2020,4
152,BE,RO,2020,3
684,AT,AU,2020,4
112,US,TZ,2020,3
107,BY,LV,2020,3
155,CZ,NZ,2020,3
293,CZ,KR,2020,4
223,US,GT,2020,4
194,CZ,SE,2020,4
165,VI,US,2020,4
138,PS,GB,2020,4
138,CZ,RO,2020,4
114,CM,NG,2020,4
7109,SK,US,2021,1
2883,DO,US,2021,1
1036,BY,IL,2021,1
335,SA,IN,2020,4
296,UY,UA,2020,4
246,SG,IL,2020,4
179,PY,AR,2020,4
12637,DE,RU,2021,1
5651,IT,FR,2021,1
3172,IE,FI,2021,1
261,HN,CL,2020,4
16953,TR,US,2021,1
236,VE,GT,2020,4
195,UY,MX,2020,4
3957,ES,IT,2021,1
915,IN,ZA,2021,1
301,UY,GB,2020,4
105,GP,NO,2020,4
102,CY,FR,2020,4
2524,PL,NO,2021,1
654,FR,PT,2021,1
644,US,SA,2021,1
627,FR,TW,2021,1
559,HU,RU,2021,1
429,HU,NO,2021,1
374,AR,NL,2021,1
361,GB,SI,2021,1
322,HU,RS,2021,1
274,GB,LV,2021,1
249,SG,KR,2021,1
209,BG,UA,2021,1
181,MD,FI,2021,1
171,GR,TR,2021,1
151,DO,DE,2021,1
139,KR,SE,2021,1
113,CR,IN,2021,1
107,NG,PH,2021,1
104,EC,VE,2021,1
17801,DE,FR,2021,2
4550,IN,SG,2021,2
3796,US,AT,2021,2
3017,ES,IN,2021,2
2732,TR,GB,2021,2
2683,US,BE,2021,2
2149,LV,US,2021,2
165,ZA,AU,2021,1
1836,EG,IN,2021,2
1697,CN,GB,2021,2
1319,CA,IL,2021,2
872,GH,US,2021,2
870,AU,ES,2021,2
862,US,UG,2021,2
818,SI,DE,2021,2
791,FR,ZA,2021,2
779,IN,NG,2021,2
570,BE,SE,2021,2
529,BE,PT,2021,2
344,UY,SK,2021,2
304,PT,AT,2021,2
300,AZ,TR,2021,2
281,BR,NG,2021,2
230,LV,FI,2021,2
182,VE,UY,2021,2
152,SN,FR,2021,2
114,KH,GB,2021,2
2160,HK,TW,2021,3
1129,CL,DE,2021,3
959,IL,UA,2021,3
796,ES,UA,2021,3
728,US,AE,2021,3
698,PE,AR,2021,3
577,NO,FI,2021,3
540,TH,RU,2021,3
523,AU,IL,2021,3
500,RU,BR,2021,3
466,PK,RU,2021,3
389,IM,GB,2021,3
357,GB,CO,2021,3
319,FR,LT,2021,3
293,AU,PT,2021,3
288,BD,GB,2021,3
281,IN,HR,2021,3
270,IT,AE,2021,3
264,MA,GB,2021,3
245,FR,CO,2021,3
244,CO,NL,2021,3
238,RU,SK,2021,3
236,CH,NZ,2021,3
535,RU,LT,2021,3
183,AU,MX,2021,3
171,PH,NL,2021,3
162,PS,IL,2021,3
116,GF,FR,2021,3
112,AT,IR,2021,3
111,FR,EE,2021,3
102,NZ,TH,2021,3
20462,PL,DE,2021,4
1922,DE,IR,2021,4
1188,LV,RU,2021,4
973,DE,ZA,2021,4
971,BE,CA,2021,4
768,FR,HK,2021,4
640,EG,GB,2021,4
504,TH,CA,2021,4
3363,PL,IN,2021,4
2181,FR,IL,2021,4
672,RU,NO,2021,4
349,IQ,DE,2021,4
302,VE,EC,2021,4
288,PL,LT,2021,4
208,IN,GR,2021,4
201,US,SY,2021,4
192,LK,VE,2021,4
174,NP,GB,2021,4
171,JP,IT,2021,4
165,PT,PK,2021,4
132,NG,MX,2021,4
121,AM,IE,2021,4
102,FR,UG,2021,4
4401,PT,FR,2022,1
2782,DE,BR,2022,1
2757,PL,BY,2022,1
1711,NG,DE,2022,1
1531,PT,RU,2022,1
1374,PL,AT,2022,1
884,CY,PL,2022,1
440,UA,JP,2022,1
424,AR,BO,2022,1
397,EG,CZ,2022,1
379,MG,NL,2022,1
320,FJ,US,2022,1
316,AR,NL,2022,1
303,AU,AR,2022,1
288,JP,NZ,2022,1
259,BY,GE,2022,1
209,CA,AE,2022,1
202,HR,FI,2022,1
195,BO,IN,2022,1
160,GE,IN,2022,1
160,DK,TR,2022,1
159,KZ,CA,2022,1
152,MT,RU,2022,1
110,ES,VN,2022,1
152,PY,DE,2022,1
117,CZ,BY,2022,1
3070,FI,GB,2022,2
1790,VE,CO,2022,2
1773,NL,NO,2022,2
1060,GB,EE,2022,2
1048,NL,IE,2022,2
942,MY,DE,2022,2
827,MX,BR,2022,2
777,AL,XK,2022,2
626,GR,BE,2022,2
611,GR,RO,2022,2
450,IQ,US,2022,2
430,CY,NL,2022,2
418,MM,US,2022,2
352,SE,HU,2022,2
331,KE,ET,2022,2
278,NO,IE,2022,2
548,AE,MY,2022,2
463,LV,LT,2022,2
301,TW,ID,2022,2
301,CO,UY,2022,2
205,TN,IN,2022,2
198,ES,EE,2022,2
176,EG,MX,2022,2
161,UY,IN,2022,2
144,US,KY,2022,2
131,MU,IL,2022,2
130,UY,DE,2022,2
115,GB,VE,2022,2
105,PL,RW,2022,2
103,SK,LV,2022,2
4798,RU,FR,2022,3
1897,CZ,SK,2022,3
1685,CH,ES,2022,3
1294,HU,BR,2022,3
1261,DE,NZ,2022,3
1161,LU,GB,2022,3
1102,SG,MY,2022,3
915,CH,SE,2022,3
825,IT,AU,2022,3
197,SK,CH,2022,2
1059,CZ,ES,2022,3
307,UA,GE,2022,3
232,CH,EC,2022,3
218,PK,AR,2022,3
202,RU,NZ,2022,3
198,TR,BG,2022,3
196,NG,BR,2022,3
170,PH,NL,2022,3
167,LB,PL,2022,3
143,TH,CZ,2022,3
143,BJ,BE,2022,3
132,RS,FI,2022,3
121,NG,TN,2022,3
109,GB,TZ,2022,3
104,TR,EE,2022,3
102,SK,TR,2022,3
37553,MX,US,2022,4
27486,RO,US,2022,4
25936,GB,IN,2022,4
367,NL,CO,2022,3
4605,GB,HK,2022,4
1777,CZ,NL,2022,4
996,UA,SK,2022,4
680,BR,UA,2022,4
583,BA,GB,2022,4
583,NG,TR,2022,4
579,TH,AT,2022,4
523,CO,EC,2022,4
468,PL,SI,2022,4
414,PH,SG,2022,4
408,US,JO,2022,4
352,MU,GB,2022,4
351,TJ,GB,2022,4
333,FR,MX,2022,4
255,LU,ES,2022,4
2526,CZ,UA,2022,4
737,GB,KR,2022,4
2706,DK,FR,2022,4
1946,AU,CN,2022,4
209,NG,EG,2022,4
192,VN,SE,2022,4
149,PK,MY,2022,4
146,GR,KE,2022,4
118,CH,NZ,2022,4
115,DZ,CZ,2022,4
111,JO,PS,2022,4
105,TR,KE,2022,4
1375,RS,IN,2023,1
3055,FR,IN,2020,3
192,MX,NL,2020,3
102,MY,TH,2020,3
113,SG,MM,2020,4
289,RU,PT,2020,4
228,RU,KR,2021,1
205,HK,BE,2021,1
202,NO,HU,2021,1
88514,HK,CN,2021,2
130,IT,SN,2021,2
321,ZA,NG,2021,2
164,TR,CN,2021,3
129,IS,GB,2021,3
3186,ES,CZ,2021,4
241,IR,AT,2021,4
196,IT,MX,2021,4
187,KE,RW,2021,4
137,US,CY,2021,4
103,HK,BR,2021,4
1194,UZ,RU,2022,1
425,NL,SG,2022,1
189,BY,AE,2022,1
2233,CN,TW,2022,2
1311,LK,RU,2022,2
184,ID,KR,2022,2
165,JP,AR,2022,2
106,PK,RO,2022,2
101,UG,MA,2022,2
3690,PT,ES,2022,3
3478,US,PT,2022,3
361,PE,CA,2022,3
256,PL,KR,2022,3
247,BE,AT,2022,3
175,AE,BG,2022,3
168,SV,DE,2022,3
155,KZ,BY,2022,3
644,TR,KR,2022,4
8155,GB,NL,2022,4
790,RU,KG,2022,4
604,FI,IT,2022,4
1026,IT,AT,2022,1
348,PY,GB,2020,2
240,IN,NZ,2020,4
2154,GB,BR,2021,2
490,RO,AT,2021,2
468,DE,VN,2021,3
529,US,EE,2021,4
160,MN,GB,2021,4
589,PT,SI,2022,1
129,TW,MY,2022,1
127,ES,IS,2022,2
815,HK,TR,2022,3
282,SE,LT,2022,3
117,YE,EG,2022,3
104,IR,AT,2022,3
1041,IT,BE,2022,4
12068,ID,US,2022,4
728,TH,HK,2022,4
364,NZ,DK,2022,4
185,IL,NO,2020,1
180,DE,PH,2020,3
33114,BE,US,2021,2
191,MY,FR,2021,3
3937,AU,FR,2021,4
159,AD,US,2021,3
127,FR,PE,2022,1
427,CV,DE,2022,2
249,AU,MY,2022,2
27185,RO,US,2022,3
1044,TH,VE,2022,3
122,RU,CL,2022,3
933,EU,MD,2020,2
4947,EU,ZA,2021,3
2412,EU,VN,2022,3
21260,EU,AU,2022,4
25989,EU,IL,2021,4
369,EU,ME,2023,1
5014,BG,DE,2020,1
3213,IN,BE,2020,1
2882,DE,IL,2020,1
2340,NL,IN,2020,1
1233,RU,HK,2020,1
926,PL,DK,2020,1
902,US,NG,2020,1
784,DK,AR,2020,1
502,MA,FR,2020,1
501,NO,RU,2020,1
497,NL,EE,2020,1
464,LV,IN,2020,1
408,FR,GR,2020,1
333,MX,UG,2020,1
283,BE,BR,2020,1
268,MX,AR,2020,1
164,DE,IS,2020,1
118,TR,BE,2020,1
439,VN,CH,2020,1
157,DE,RS,2020,1
136,PL,NZ,2020,1
161,GR,VN,2020,1
290,FR,PE,2020,1
18896,DE,FR,2020,2
2857,NL,SE,2020,2
915,NL,AR,2020,2
787,SE,IN,2020,2
625,IR,CA,2020,2
574,PT,CA,2020,2
350,CA,ZA,2020,2
231,MA,IN,2020,2
187,KZ,DE,2020,2
182,DO,BR,2020,2
177,HK,SE,2020,2
166,AE,IE,2020,2
699,VE,AR,2020,2
163,IN,HT,2020,2
327,TR,ZA,2020,2
507,CN,PH,2020,2
154,BR,LT,2020,2
118,JE,FR,2020,2
6512,UA,IL,2020,3
2260,PL,NO,2020,3
1398,IN,IT,2020,3
659,BE,RU,2020,3
310,BE,PL,2020,3
662,BR,SE,2020,3
4619,NG,US,2020,3
657,FI,SE,2020,3
143,DE,TH,2020,2
10263,UA,DE,2020,3
224,DE,LU,2020,3
113,DE,SA,2020,2
2652,SK,CZ,2020,3
216,MY,SE,2020,3
197,PL,RS,2020,3
8461,GB,CA,2020,4
2286,RS,GB,2020,4
1811,EE,GB,2020,4
1653,US,PT,2020,4
1616,DE,HU,2020,4
799,IN,CZ,2020,4
776,TW,GB,2020,4
595,LV,TR,2020,4
475,NO,CA,2020,4
101,EC,KE,2020,3
331,IN,HR,2020,4
164,KG,LT,2020,4
118,NZ,NO,2020,4
12893,GB,FR,2021,1
1847,IE,FR,2021,1
1408,RO,BE,2021,1
203,US,KZ,2020,4
141,RU,MX,2020,4
3179,CA,NL,2021,1
853,NO,FI,2021,1
574,GR,CA,2021,1
515,FI,CH,2021,1
474,NO,CZ,2021,1
282,US,MA,2021,1
256,FR,NP,2021,1
215,ES,SG,2021,1
168,EC,AR,2021,1
101,BA,HR,2021,1
16958,AT,DE,2021,2
2429,VE,IN,2021,2
2032,NL,SE,2021,2
1992,RO,CH,2021,2
1254,PK,DE,2021,2
795,AR,SE,2021,2
652,FI,IN,2021,2
251,EG,NL,2021,2
211,CM,IN,2021,2
200,NO,BR,2021,2
190,MX,PL,2021,2
176,KH,FR,2021,2
143,BJ,NL,2021,2
127,CY,TR,2021,2
6003,UA,GB,2021,3
905,CZ,CN,2021,3
893,US,MY,2021,3
868,FI,FR,2021,3
470,IE,KR,2021,3
328,RU,AM,2021,3
252,FR,TJ,2021,3
224,KR,CH,2021,3
214,IN,LU,2021,3
214,MG,FR,2021,3
4018,PR,US,2021,4
3867,MY,SG,2021,4
2290,IR,US,2021,4
1954,SE,NL,2021,4
1679,KR,DE,2021,4
446,RU,CY,2021,4
20256,SG,CN,2021,4
390,AU,PH,2021,4
229,LU,AT,2021,4
169,DE,KH,2021,4
132,MQ,FR,2021,4
114,BA,IT,2021,4
106,MK,KE,2021,4
18356,ES,GB,2022,1
10274,RS,US,2022,1
3018,NO,GB,2022,1
271,AR,PL,2021,4
1165,SE,ES,2022,1
987,NL,AT,2022,1
742,AU,SE,2022,1
360,BY,NL,2022,1
328,HK,TR,2022,1
141,CD,US,2022,1
121,LT,IT,2022,1
110,MG,GB,2022,1
756,KR,FR,2022,1
948,DK,RO,2022,1
3437,PT,BR,2022,2
1420,TR,NL,2022,2
1112,IE,RU,2022,2
955,MM,SG,2022,2
662,AR,UA,2022,2
579,CA,DK,2022,2
506,RU,KR,2022,2
342,SK,FR,2022,2
294,PT,BY,2022,2
282,RU,HR,2022,2
245,US,ME,2022,2
279,IL,NO,2022,2
223,KH,AR,2022,2
221,TH,SK,2022,2
199,CH,ID,2022,2
169,LU,GR,2022,2
136,IR,ES,2022,2
107,CF,CA,2022,2
105,CD,US,2022,2
1585,GH,US,2022,3
1430,LV,RU,2022,3
1062,HU,NL,2022,3
908,PK,TR,2022,3
166,IT,HR,2022,2
116,LU,RU,2022,2
326,FR,MX,2022,3
260,NL,TW,2022,3
213,UA,VN,2022,3
164,CM,CA,2022,3
260,KH,DE,2022,3
1931,NO,FR,2022,4
1420,LV,RU,2022,4
958,GB,ZA,2022,4
811,DE,LU,2022,4
368,CH,IL,2022,4
343,AZ,DE,2022,4
296,US,IS,2022,4
295,VE,PE,2022,4
212,AT,DK,2022,4
178,CN,PK,2022,4
147,AU,BA,2022,4
113,EE,SE,2022,4
1042,AR,AU,2023,1
207,BD,GB,2020,1
2226,RS,DE,2020,2
133,HK,VN,2020,2
321,GB,TW,2020,3
121,IT,RS,2020,3
387,AT,BE,2021,1
2014,LB,US,2021,2
129,AT,SK,2021,2
328,GB,CL,2021,3
168,BD,KE,2021,3
129,PT,PK,2021,3
166,KE,UG,2021,4
133,SA,PK,2021,4
131,UA,MY,2021,4
1566,FI,SE,2022,1
105,BG,IL,2022,1
5015,FR,PL,2022,2
610,MK,GB,2022,2
274,RS,PL,2022,2
230,PK,HU,2022,2
1596,GE,UA,2022,3
158,DK,KR,2022,3
150,GH,GB,2022,3
113,DK,SI,2022,3
516,SG,CH,2022,4
192,ES,BY,2022,4
127,MX,UA,2022,4
67393,SG,US,2023,1
11979,UA,RU,2020,3
334,CO,IN,2021,1
729,DK,IT,2021,2
1298,FI,NO,2021,3
147,TH,FR,2021,3
203,GR,DK,2021,3
262,EG,NL,2021,4
141,DE,SA,2021,4
739,EC,ES,2022,1
171,NG,MA,2022,1
198,ID,TW,2022,2
360,SV,HN,2022,3
3943,GR,DE,2022,4
2030,AR,ES,2022,4
177,RU,IS,2020,4
227,NG,AR,2021,2
541,GB,NZ,2022,1
388,UY,SK,2022,1
567,TZ,US,2022,2
436,TR,PK,2022,3
226,BY,LU,2022,3
40974,EU,CA,2021,2
50950,EU,IN,2021,3
290,EU,ZM,2021,4
215,EU,MZ,2023,1
387,EU,DZ,2023,1
2410,GB,NO,2020,1
1487,CZ,RU,2020,1
711,RU,EE,2020,1
443,MA,DE,2020,1
166,ES,CU,2020,1
1028,MX,CA,2020,1
1841,AU,JP,2020,2
1047,CL,PE,2020,2
794,ZA,NL,2020,2
458,JO,US,2020,2
159,MG,FR,2020,2
1174,NL,CN,2020,2
120094,FR,US,2020,2
175,CH,MX,2020,2
1261,PT,RU,2020,2
135,MY,CA,2020,2
110,CA,VN,2020,2
832,IN,IE,2020,3
625,SG,RU,2020,3
324,HR,NL,2020,3
129,HK,BR,2020,2
857,AT,IT,2020,3
727,TR,NL,2020,3
107,AR,AT,2020,2
2038,CZ,UA,2020,3
156,TZ,US,2020,3
148,CY,CA,2020,3
146,GE,GB,2020,3
102,NG,PK,2020,3
16276,NZ,US,2020,4
3655,RU,BY,2020,4
391,PH,ZA,2020,4
2875,RS,DE,2020,4
125,IE,JP,2020,3
152,GR,NO,2020,4
108,MD,AR,2020,4
906,LV,UA,2021,1
179,SK,CA,2020,4
711,TH,UA,2021,1
217,QA,IN,2020,4
2626,DE,NO,2021,1
788,IN,AT,2021,1
298,GB,SK,2021,1
255,CL,VE,2021,1
152,MX,SE,2021,1
713,NG,NL,2021,2
308,PL,NP,2021,2
217,ID,TW,2021,2
213,UY,FR,2021,2
177,EE,AU,2021,2
170,SE,TR,2021,2
118,BO,BR,2021,2
106,MO,US,2021,2
4221,SG,ID,2021,3
2353,VE,MX,2021,3
2280,DE,IE,2021,3
416,BY,BE,2021,3
404,BY,AM,2021,3
317,GN,JP,2021,3
293,CL,VE,2021,3
287,RO,ZA,2021,3
227,RO,RS,2021,3
600,CA,NZ,2021,3
5090,NO,DE,2021,4
3481,DE,BE,2021,4
2245,TR,IN,2021,4
1744,VN,TH,2021,4
867,CY,RU,2021,4
691,TZ,KE,2021,4
643,ET,US,2021,4
439,RU,AR,2021,4
229,CL,ES,2021,4
134,UZ,DE,2021,4
113,HR,NO,2021,4
11684,US,NL,2022,1
9666,DE,CA,2022,1
130,PL,TH,2021,4
887,LT,FR,2022,1
725,VE,IN,2022,1
501,RS,BG,2022,1
297,FR,MX,2022,1
207,CH,RO,2022,1
204,SA,CA,2022,1
197,SI,GR,2022,1
194,ML,US,2022,1
117,PH,ES,2022,1
49148,CN,HK,2022,2
1516,KR,FR,2022,2
947,AT,RU,2022,2
773,AU,IT,2022,2
670,JP,PT,2022,2
288,HU,CA,2022,2
425,ES,ZA,2022,2
167,AR,JP,2022,2
166,HU,BE,2022,2
137,PT,KR,2022,2
128,FI,GR,2022,2
115,HK,CL,2022,2
2359,ZA,GB,2022,3
1312,CA,BE,2022,3
526,MA,PT,2022,3
5372,GB,RU,2022,4
1565,NL,AT,2022,4
311,RU,LT,2022,4
188,IT,CY,2022,4
155,MT,IN,2022,4
152,BR,NG,2022,4
91567,BR,US,2023,1
14560,DE,NL,2023,1
4324,PT,NL,2023,1
2791,IR,DE,2023,1
396,FR,HU,2020,3
150,GR,IL,2020,3
1335,JP,AU,2021,1
201,AI,US,2021,1
542,RU,AT,2021,3
437,PH,VN,2021,3
1221,PT,CA,2022,1
184,IL,AR,2022,1
117,RU,IS,2022,1
1003,HU,RU,2022,3
163,HK,FI,2022,2
121,ID,SK,2022,2
166,DE,BH,2022,3
155,ES,CN,2022,4
152,NL,LK,2022,4
168,BO,ES,2020,3
465,CA,IR,2021,1
1631,PL,CA,2021,4
373,LK,AU,2021,4
600,HK,CH,2022,1
369,BE,NO,2022,2
28946,TW,US,2022,3
825,SI,IN,2021,2
243,SE,CZ,2022,3
158,EU,JO,2020,2
9000,EU,AR,2021,4
2348,EU,ID,2021,4
377,EU,BO,2022,3
1755,AU,HK,2020,1
316,BE,RU,2020,1
239,UA,HK,2020,1
517,BG,IN,2020,1
691,NL,RO,2020,2
436,KE,IN,2020,2
291,IN,KE,2020,2
269,AU,AT,2020,2
172,SV,CA,2020,2
973,RO,BE,2020,2
765,UA,TH,2020,2
128,IN,PH,2020,2
505,DE,SK,2020,3
244,SI,CZ,2020,3
9150,US,UA,2020,4
1167,ES,PT,2020,4
681,HU,IN,2020,4
411,DK,CH,2020,4
5889,PT,DE,2021,1
189,BG,CA,2020,4
1105,PT,CA,2021,1
433,BR,BE,2021,1
191,IT,CN,2021,1
189,BD,KE,2021,1
110,MK,RU,2021,1
1163,WS,DK,2021,2
808,US,PR,2021,2
498,CA,IR,2021,2
204,IL,HK,2021,2
127,GB,UY,2021,2
1282,AT,IT,2021,2
2958,CA,UA,2021,3
1160,RU,TR,2021,3
1051,CH,AT,2021,3
366,FI,CZ,2021,3
114,RS,PL,2021,2
130,AT,TR,2021,3
4069,ES,CO,2021,4
1093,PE,CA,2021,4
690,IE,RU,2021,4
1965,ID,NL,2022,1
916,US,TH,2022,1
893,HR,UA,2022,1
609,GB,BG,2022,1
196,SE,SG,2022,1
180,RO,PK,2022,1
108,JM,ZA,2022,1
3358,AR,DE,2022,2
522,CL,CO,2022,2
315,AU,IR,2022,2
582,AT,BE,2022,3
5889,FR,NL,2022,4
1749,IE,PL,2022,4
1176,IN,KR,2022,4
732,EG,TR,2022,4
376,BD,JO,2022,4
142,ET,GH,2022,4
1277,KG,US,2023,1
228,IL,JP,2020,3
1624,IS,US,2021,2
604,MA,CA,2022,3
107,MD,CA,2022,3
3121,US,IE,2023,1
2580,NL,BR,2023,1
165,TN,IN,2021,1
1228,IT,PL,2022,1
1914,IN,JP,2022,2
369,AU,ZA,2022,2
113,TH,KR,2022,3
204,IT,SI,2020,4
327,RS,IT,2022,3
1496,DE,PT,2021,1
651,VE,CL,2020,1
365,AT,IL,2020,1
213,NO,IL,2020,1
1051,AT,IN,2020,2
402,AT,CZ,2020,2
347,VN,TW,2020,2
740,ES,BR,2020,2
132,AM,AR,2020,3
1245,KR,CA,2020,4
129,NL,LA,2020,3
6729,UA,IL,2021,1
293,VN,NO,2020,4
122,GB,PH,2021,2
109,LV,FR,2021,2
1580,MX,CA,2021,3
2868,NL,CA,2021,4
2772,IE,FI,2021,4
530,AR,NL,2021,4
257,JP,IL,2021,4
151,BR,PE,2021,4
135,UA,ID,2021,4
1741,IN,IT,2022,1
1282,RU,AU,2022,1
821,FR,KR,2022,1
718,AU,TW,2022,1
113,PT,MX,2022,1
16788,NG,US,2022,2
